,Address,Property Type,Price,Beds,Bath,Square Feet,Brokerages,Borough,Zipcode,Neighborhood,Longitude,Latitude
1123,"464 Neptune Ave Apt 4EBrooklyn, NY 11224",Co-op ,255000.0,1,1.0,750.0, CENTURY 21,Brooklyn,11224.0,South Brooklyn,-73.9713245,40.5792324
1124,"217 Bay 49th St Unit 4ABrooklyn, NY 11214",Condo ,649000.0,2,2.0,905.0, E House Realty & Mgt. Inc.,Brooklyn,11214.0,Southwest Brooklyn,-73.9883977,40.5855131
1125,"30-07 143rd StFlushing, NY 11354",House ,1480000.0,4,4.0,1596.0, E Realty International Corp,Queens,11354.0,North Queens,-73.8257555,40.7699832
1126,"35 Lott LnStaten Island, NY 10314",House ,628000.0,3,2.0,1824.0," Homes R Us Realty of NY, Inc.",Staten Island,10314.0,Mid Island,-74.1636272,40.5755968
1127,"3065 Sedgwick Ave Apt 3EBronx, NY 10468",Co-op ,190000.0,2,1.0,875.0, CENTURY 21 Future Homes Realty,Bronx,10468.0,Fordham,-73.8998497,40.8766081
1128,"132-50 Maple Ave Unit B4RFlushing, NY 11355",Condo ,450000.0,2,1.0,2184.207862, Acadia Real Estate Grp LLC,Queens,11355.0,North Queens,-73.8310866,40.7541793
1129,"284 Vineland AveStaten Island, NY 10312",Contingent,2473888.0,4,6.0,5600.0," Robert Defalco Realty, Inc.",Staten Island,10312.0,South Shore,-74.1880551,40.5464716
1130,"148 Major AveStaten Island, NY 10305",Contingent,785000.0,3,2.0,1950.0, DiTommaso Real Estate,Staten Island,10305.0,Stapleton,-74.0674289,40.5990416
1131,"62-22 65th StMiddle Village, NY 11379",House ,699900.0,3,2.0,1240.0, EXIT ALL SEASONS REALTY,Queens,11379.0,West Central Queens,-73.8970573,40.71397
1132,"69-04 Ditmars BlvdQueens, NY 11370",Multi-family home ,2495000.0,3,4.0,2184.207862, Corcoran,Queens,11370.0,West Queens,-73.899664,40.7679759
1133,"4295 Webster Ave Apt 4BBronx, NY 10470",Co-op ,149999.0,1,1.0,850.0, Houlihan Lawrence,Bronx,10470.0,Northeast Bronx,-73.8624103,40.8992144
1134,"159-04 16th Ave Unit 6-68Whitestone, NY 11357",Co-op ,208000.0,1,1.0,610.0, New York Residential R E,Queens,11357.0,North Queens,-73.9980373,40.7398044
1135,"2010 E 58th St Unit 120BBrooklyn, NY 11234",Pending,172800.0,1,1.0,750.0, Pride Estates,Brooklyn,11234.0,Canarsie,-73.9185548,40.6149015
1136,"5502 6th AveBrooklyn, NY 11220",Multi-family home ,1768888.0,10,10.0,3933.0, Lombardo Homes & Estates,Brooklyn,11220.0,Sunset Park,-74.0112793,40.6410259
1137,"664 Ramona AveStaten Island, NY 10309",Multi-family home ,1239998.0,4,4.0,2250.0, J Milo Real Estate,Staten Island,10309.0,South Shore,-74.2075918,40.5355587
1138,"3179 Rochambeau AveBronx, NY 10467",Multi-family home ,1699000.0,9,5.0,5500.0, Link Ny Realty,Bronx,10467.0,Fordham,-73.8807502,40.8754624
1139,"76-73 173rd StFresh Meadows, NY 11366",House ,1350000.0,3,3.0,2184.207862, Signature Premier Properties,Queens,11366.0,Central Queens,-73.7957477,40.724706
1140,"107 S Railroad StStaten Island, NY 10312",House ,889000.0,3,2.0,2362.0," Robert Defalco Realty, Inc.",Staten Island,10312.0,South Shore,-74.1810757,40.5395766
1141,"529 Court St Apt 406Brooklyn, NY 11231",Condo ,1300000.0,2,2.0,1100.0, Corcoran,Brooklyn,11231.0,Northwest Brooklyn,-73.9992831,40.6746458
1142,"247-16A 76 Ave Unit 1FLBellerose, NY 11426",Co-op ,310000.0,2,1.0,675.0, Douglas Elliman ,Queens,11426.0,Southwest Queens,-73.7237661,40.7444053
1143,"8820 Avenue JBrooklyn, NY 11236",Multi-family home ,11000000.0,50,50.0,22035.0, Blue Key Real Estate Brokerage,Brooklyn,11236.0,Canarsie,-73.9048363,40.6376964
1144,"1949 Benedict AveBronx, NY 10462",Pending,1149000.0,7,4.0,3617.0, RE MAX,Bronx,10462.0,Southeast Bronx,-73.8590313,40.8343858
1145,"71-27 260th St Unit A2Glen Oaks, NY 11004",Co-op ,239900.0,1,1.0,585.0, Miller & Miller Real Estate,Queens,11004.0,Southwest Queens,-73.7183001,40.7516659
1146,"40 Brighton 1st Rd Apt 11DBrooklyn, NY 11235",Co-op ,257000.0,3,1.0,450.0, Tworealestate Llc,Brooklyn,11235.0,South Brooklyn,-73.9667833,40.5756277
1147,"207-15 Melissa Ct Unit 219LBayside, NY 11360",Condo ,1090000.0,2,2.0,1860.0, Midas Realty,Queens,11360.0,North Queens,-73.7863723,40.7879226
1148,"1278 E 56th StBrooklyn, NY 11234",Multi-family home ,799999.0,6,2.5,2184.207862, Budget Real Estate Nyc Inc,Brooklyn,11234.0,Canarsie,-73.9219517,40.6245872
1149,"594 W 152nd StNew York, NY 10031",Townhouse ,2045000.0,6,4.0,3976.0, Harlem Lofts Inc.,Manhattan,10031.0,Washington Heights,-73.9469641,40.8305666
1150,"72 Jeanette AveStaten Island, NY 10312",Multi-family home ,1195000.0,3,2.0,2700.0," Robert Defalco Realty, Inc.",Staten Island,10312.0,South Shore,-74.1746625,40.5424657
1151,"6035 Broadway Apt 6NBronx, NY 10471",Co-op ,340000.0,2,1.0,900.0, CENTURY 21 Galvez,Bronx,10471.0,Riverdale,-73.8973687,40.8919476
1152,"33-14 154th StFlushing, NY 11354",House ,1375000.0,6,2.0,1596.0, RE MAX,Queens,11354.0,North Queens,-73.8107752,40.7681033
1153,"668 Bard AveStaten Island, NY 10310",House ,749000.0,3,1.0,1644.0, Taranto Realty,Staten Island,10310.0,Port Richmond,-74.1052076,40.6267035
1154,"84-26 87th StWoodhaven, NY 11421",Pending,1399000.0,5,4.0,2184.207862, Keller Williams,Queens,11421.0,Southwest Queens,-73.8584205,40.6960034
1155,"175 E 62nd St Apt 14AManhattan, NY 10065",Co-op ,775000.0,3,2.0,1880.0, COMPASS,Manhattan,10065.0,Upper East Side,-73.9655082,40.7636632
1158,"194-08 116th AveSaint Albans, NY 11412",Multi-family home ,948000.0,7,3.0,2184.207862, Voro Llc,Queens,11412.0,Jamaica,-73.7581979,40.694328
1160,"41-39 56th StWoodside, NY 11377",House ,880000.0,3,2.0,2184.207862, Exp Realty,Queens,11377.0,West Queens,-73.908547,40.7439956
1161,"170 W 74th St Apt 607New York, NY 10023",Co-op ,699000.0,1,1.0,600.0, Douglas Elliman ,Manhattan,10023.0,Upper East Side,-73.979919,40.7794608
1162,"225 Central Park W Unit 422423Manhattan, NY 10024",Co-op ,2250000.0,4,3.0,2184.207862, COMPASS,Manhattan,10024.0,Upper East Side,-73.9713177,40.7830893
1163,"36 W 138th St Apt 51Manhattan, NY 10037",Co-op ,319000.0,3,1.0,2184.207862, COMPASS,Manhattan,10037.0,Central Harlem,-73.9380717,40.8153009
1164,"1309 E 56th StBrooklyn, NY 11234",Multi-family home ,1300000.0,6,3.0,2184.207862, True Homes Inc,Brooklyn,11234.0,Canarsie,-73.9213087,40.6236835
1165,"8424 Glenwood RdBrooklyn, NY 11236",Multi-family home ,729000.0,3,3.0,1800.0, Fillmore Real Estate,Brooklyn,11236.0,Canarsie,-73.9112362,40.6391205
1166,"3240 Netherland Ave Apt 6ABronx, NY 10463",Condo ,425000.0,2,2.0,800.0, Real Broker Llc,Bronx,10463.0,Riverdale,-73.9110436,40.8848915
1167,"521 E 81st St Apt 4CNew York, NY 10028",Co-op ,399000.0,1,1.0,2184.207862, Corcoran,Manhattan,10028.0,Upper East Side,-73.9482206,40.7723985
1168,"28 Old Fulton St Apt 6MBrooklyn, NY 11201",Co-op ,625000.0,3,1.0,652.0, Corcoran,Brooklyn,11201.0,Northwest Brooklyn,-73.9937463,40.702334
1169,"97-37 63 Rd Unit 5FRego Park, NY 11374",Co-op ,269000.0,1,1.0,700.0, Mjr Real Estate Llc,Queens,11374.0,West Central Queens,-73.8599645,40.7318958
1170,"1722 Forest Hill RdStaten Island, NY 10314",Condo ,449000.0,2,2.0,1440.0, UNITED NATIONAL REALTY,Staten Island,10314.0,Mid Island,-74.154154,40.580134
1171,"1998 Clinton AveBronx, NY 10457",Multi-family home ,699000.0,8,5.0,2300.0, Keystone Realty USA Corp,Bronx,10457.0,Central Bronx,-73.8887912,40.8460907
1172,"2041 5th Ave Apt 2BManhattan, NY 10035",Co-op ,550000.0,3,2.0,1250.0, COMPASS,Manhattan,10035.0,East Harlem,-73.941821,40.8071957
1173,"25 Flagship CirStaten Island, NY 10309",Townhouse ,799900.0,3,2.5,2058.0," Homes R Us Realty of NY, Inc.",Staten Island,10309.0,South Shore,-74.2022363,40.5147701
1174,"86 Bay 46th StBrooklyn, NY 11214",House ,758000.0,3,1.0,1200.0, RE MAX,Brooklyn,11214.0,Southwest Brooklyn,-73.9865956,40.5908794
1175,"159-31 80th StHoward Beach, NY 11414",House ,829000.0,4,2.0,1680.0, CENTURY 21,Queens,11414.0,nan,-73.8516349,40.6565796
1176,"40 Oceana Dr W Unit 1CBrooklyn, NY 11235",Condo ,789000.0,2,2.0,1230.0, Ilite Realty Inc,Brooklyn,11235.0,South Brooklyn,-73.958513,40.577533
1177,"6 Sutton SqNew York, NY 10022",Townhouse ,24990000.0,7,6.0,8500.0, Douglas Elliman ,Manhattan,10022.0,Gramercy Park,-73.9597924,40.7577238
1178,"144 Nassau AveBrooklyn, NY 11222",House ,2250000.0,6,4.0,2184.207862, Corcoran,Brooklyn,11222.0,Green Point,-73.9475691,40.7246592
1179,"229 E 81st St Unit GhManhattan, NY 10028",Co-op ,359000.0,1,1.0,2184.207862, COMPASS,Manhattan,10028.0,Upper East Side,-73.9550168,40.7751786
1180,"1019 58th StBrooklyn, NY 11219",House ,1439000.0,6,4.0,1440.0, RE MAX,Brooklyn,11219.0,Borough Park,-74.003307,40.6337561
1181,"1135 Croes AveBronx, NY 10472",Multi-family home ,1050000.0,7,4.0,3280.0, Exit Realty DKC,Bronx,10472.0,Southeast Bronx,-73.8706372,40.8282228
1182,"601 Kappock St Apt 1GBronx, NY 10463",Co-op ,134500.0,3,1.0,503.0, Exp Realty,Bronx,10463.0,Riverdale,-73.916004,40.8789773
1183,"328 W 108th StNew York, NY 10025",Townhouse ,11900000.0,6,2.5,9075.0, Sotheby's International Realty ,Manhattan,10025.0,Upper East Side,-73.9687464,40.8032028
1184,"2417 Cambreleng AveBronx, NY 10458",House ,270000.0,4,2.0,2000.0, Sowae Corp,Bronx,10458.0,Fordham,-73.8852304,40.8550515
1185,"137-06 Oak AveFlushing, NY 11355",Multi-family home ,2280000.0,6,5.0,2184.207862, Key Impact Realty Group Inc,Queens,11355.0,North Queens,-73.8164494,40.7472951
1186,"5811 251st St Unit UpperLittle Neck, NY 11362",Co-op ,278999.0,1,1.0,2184.207862, Voro Llc,Queens,11362.0,Northeast Queens,-73.728329,40.7601741
1188,"371 Kosciuszko StBrooklyn, NY 11221",Multi-family home ,625000.0,5,2.0,2184.207862, Sowae Corp,Brooklyn,11221.0,Williamsburg,-73.9400823,40.6921071
1190,"253 Father Capodanno BlvdStaten Island, NY 10305",Foreclosure,605000.0,4,2.0,1344.0, Island Advantage Realty LLC,Staten Island,10305.0,Stapleton,-74.0662942,40.5909939
1191,"1524 Castleton AveStaten Island, NY 10302",House ,529000.0,3,2.0,1150.0, American Homes Group,Staten Island,10302.0,Port Richmond,-74.133679,40.635324
1192,"1023 Union StBrooklyn, NY 11225",Townhouse ,1050000.0,4,1.0,2184.207862, Corcoran,Brooklyn,11225.0,Flatbush,-73.9595284,40.6701878
1193,"11 St Nicholas Ave Unit 4DManhattan, NY 10026",Co-op ,225000.0,3,1.0,2184.207862, COMPASS,Manhattan,10026.0,Central Harlem,-73.9526079,40.7992319
1194,"67101 Dartmouth StForest Hills, NY 11375",Townhouse ,1049000.0,3,1.0,1224.0, Stonegate Real Estate,Queens,11375.0,West Central Queens,-73.8537801,40.7207542
1195,"37-30 73 St Unit 1HJackson Heights, NY 11372",Co-op ,259000.0,1,1.0,2184.207862, Century Homes Realty Group LLC,Queens,11372.0,West Queens,-73.8926999,40.7488599
1196,"425 Snediker AveBrooklyn, NY 11207",House ,599000.0,3,2.0,2184.207862, Coldwell Banker Kueber Realty,Brooklyn,11207.0,East New York,-73.8995034,40.6645719
1197,"192 Hart BlvdStaten Island, NY 10301",Contingent,675000.0,3,1.0,1316.0, Wonica REALTORS & Appraisers,Staten Island,10301.0,Stapleton,-74.100665,40.630475
1198,"475 Greenwich St Apt 2ANew York, NY 10013",Condo ,3595000.0,3,3.0,1862.0, Coldwell Banker,Manhattan,10013.0,Soho,-74.0091487,40.7241961
1199,"19 Goff AveStaten Island, NY 10309",Contingent,789000.0,4,2.0,1871.0, J Milo Real Estate,Staten Island,10309.0,South Shore,-74.2121776,40.5248784
1200,"59-38 Linden StRidgewood, NY 11385",Multi-family home ,998000.0,6,3.0,1872.0, Keller Williams,Queens,11385.0,West Central Queens,-73.9026067,40.7086372
1201,"1349 Herschell StBronx, NY 10461",Multi-family home ,889000.0,6,2.0,2280.0, TOP NEST INC,Bronx,10461.0,Southeast Bronx,-73.8449273,40.8368581
1202,"1666 73rd StBrooklyn, NY 11204",House ,825000.0,2,2.0,1820.0, Corcoran,Brooklyn,11204.0,Borough Park,-73.9981652,40.6163169
1203,"919 Crescent StBrooklyn, NY 11208",Multi-family home ,599999.0,6,2.0,3490.0, JOSK REALTY LLC,Brooklyn,11208.0,East New York,-73.8670719,40.6649303
1204,"132 W 81st StNew York, NY 10024",Townhouse ,10999000.0,5,7.0,2184.207862, Corcoran,Manhattan,10024.0,Upper East Side,-73.9759437,40.7836212
1205,"4570 Delafield AveBronx, NY 10471",House ,2750000.0,4,2.5,2184.207862, TREBACH REALTY INC,Bronx,10471.0,Riverdale,-73.9067416,40.8930548
1206,"2051 E 73rd StBrooklyn, NY 11234",House ,649000.0,3,2.0,1064.0, BHHS Fillmore R.E.,Brooklyn,11234.0,Canarsie,-73.9066372,40.6215026
1207,"3535 Ely AveBronx, NY 10466",Multi-family home ,989000.0,8,5.0,3960.0, Howard Hanna | Rand Realty,Bronx,10466.0,Northeast Bronx,-73.8418489,40.8807579
1208,"5 Metropolitan Oval Apt 10FBronx, NY 10462",Condo ,357000.0,3,1.0,1100.0, Promise Realty LLC,Bronx,10462.0,Southeast Bronx,-73.8601515,40.8389829
1209,"7 E 88th St Unit TownhouseManhattan, NY 10128",Townhouse ,25000000.0,6,8.0,2184.207862, Brown Harris Stevens ,Manhattan,10128.0,Upper East Side,-73.9586904,40.782683
1210,"112-50 Northern Blvd Unit 5ECorona, NY 11368",Co-op ,119888.0,1,1.0,2184.207862," LandSeAir Real Estate Group, Inc ",Queens,11368.0,West Queens,-73.8559216,40.7582228
1211,"3186 Tierney PlBronx, NY 10465",Multi-family home ,1099999.0,4,2.0,2185.0, Joyce Realty,Bronx,10465.0,Southeast Bronx,-73.8019007,40.8135939
1212,"164-30 77th RdFresh Meadows, NY 11366",House ,749000.0,2,1.0,2184.207862, Daniel Gale Sotheby's International Realty,Queens,11366.0,Central Queens,-73.8030548,40.7236718
1213,"393 Heberton AveStaten Island, NY 10302",Multi-family home ,589999.0,4,2.0,1680.0, Robert Defalco Realty Inc.,Staten Island,10302.0,Port Richmond,-74.1348461,40.6314894
1214,"76 Irving PlManhattan, NY 10003",Multi-family home ,6995000.0,20,20.0,12492.0, COMPASS,Manhattan,10003.0,Lower East Side,-73.9864789,40.7368035
1215,"10 E 64th StNew York, NY 10065",Townhouse ,22500000.0,5,6.0,8725.0, Douglas Elliman ,Manhattan,10065.0,Upper East Side,-73.9701575,40.7669348
1216,"206 Watchogue RdStaten Island, NY 10314",House ,749000.0,3,2.0,1332.0, Homefinders of SI Inc.,Staten Island,10314.0,Mid Island,-74.1364517,40.6155772
1217,"86-10 Dumont Ave Unit 5COzone Park, NY 11417",Condo ,499000.0,3,2.0,1156.0, Exp Realty,Queens,11417.0,nan,-73.8496745,40.6726721
1218,"100-03 205th PlHollis, NY 11423",House ,859000.0,3,3.0,2184.207862, RUMIC Realty Inc,Queens,11423.0,Jamaica,-73.753743,40.71176
1219,"2601 E 24th St Apt 3BBrooklyn, NY 11235",Pending,599999.0,2,2.0,2184.207862, Corcoran,Brooklyn,11235.0,South Brooklyn,-73.9452357,40.5887895
1220,"2277 National DrBrooklyn, NY 11234",House ,899000.0,3,2.0,1324.0, BROOKLYN`S 4 U REALTY,Brooklyn,11234.0,Canarsie,-73.9143161,40.6055237
1221,"5640 Avenue T Unit 84FBrooklyn, NY 11234",Co-op ,315000.0,2,1.0,850.0, Bright Horizons Realty Inc,Brooklyn,11234.0,Canarsie,-73.9196974,40.6142504
1222,"220 Douglas RdStaten Island, NY 10304",House ,1999999.0,5,2.5,5301.0," Robert Defalco Realty, Inc.",Staten Island,10304.0,Stapleton,-74.097086,40.6071393
1223,"104-02 223rd StQueens Village, NY 11429",House ,950000.0,4,3.0,1746.0, Exp Realty,Queens,11429.0,Southwest Queens,-73.7320869,40.7107548
1224,"135 E 19th StManhattan, NY 10003",Townhouse ,13950000.0,6,6.0,6798.0, COMPASS,Manhattan,10003.0,Lower East Side,-73.985669,40.736891
1225,"91-09 165th AveHoward Beach, NY 11414",House ,1399000.0,5,3.0,3375.0, Sovereign Realty Of Ny Inc,Queens,11414.0,nan,-73.8389887,40.6491159
1226,"55 Wall St Apt 714Manhattan, NY 10005",Condo ,595000.0,3,1.0,660.0, COMPASS,Manhattan,10005.0,Lower Manhattan,-74.0093393,40.7059312
1227,"2247 E 66th StBrooklyn, NY 11234",House ,1618000.0,5,2.0,2200.0, TALK OF THE TOWN REALTY C,Brooklyn,11234.0,Canarsie,-73.9078973,40.6148883
1228,"1311 Needham AveBronx, NY 10469",Pending,485000.0,6,3.0,2184.207862, Douglas Elliman ,Bronx,10469.0,Northeast Bronx,-73.8523657,40.8781862
1229,"476 Darlington AveStaten Island, NY 10309",Contingent,748000.0,3,2.0,1592.0, Century 21 Awaye Realty,Staten Island,10309.0,South Shore,-74.2016301,40.5342218
1230,"307 Ellis StStaten Island, NY 10307",Multi-family home ,1100000.0,3,2.0,1928.0, Ben Bay Realty Company of Staten Island LLC,Staten Island,10307.0,South Shore,-74.2505102,40.5142085
1231,"322 W 104th StManhattan, NY 10025",Townhouse ,3995000.0,8,8.0,5046.0, COMPASS,Manhattan,10025.0,Upper East Side,-73.97071,40.80059
1232,"202 Baltic St Unit 1Brooklyn, NY 11201",Co-op ,659000.0,1,1.0,440.0, CENTURY 21,Brooklyn,11201.0,Northwest Brooklyn,-73.996485,40.6867525
1233,"58-15 Granger StCorona, NY 11368",Multi-family home ,1099000.0,6,3.0,2018.0, Century Homes Realty Group LLC,Queens,11368.0,West Queens,-73.8545527,40.7385519
1234,"135 Sunset Blvd Unit 10135Bronx, NY 10473",Condo ,319000.0,2,2.0,1102.0, YourHomeSold Guarantee Realty,Bronx,10473.0,Southeast Bronx,-73.853401,40.806951
1235,"1670 Nelson AveBronx, NY 10453",Multi-family home ,999000.0,9,3.0,3168.0, Exp Realty,Bronx,10453.0,Central Bronx,-73.9177608,40.8474641
1236,"170-40 Highland Ave Unit 107Jamaica, NY 11432",Co-op ,398000.0,3,2.0,1571.0, Legacy Estate Realty,Queens,11432.0,Jamaica,-73.79318,40.7125699
1237,"100 Park Terrace Ter W Unit 1HNew York, NY 10034",Co-op ,249000.0,3,1.0,500.0, New Heights Realty,Manhattan,10034.0,Washington Heights,-73.916064,40.8717961
1238,"149-19 46th AveFlushing, NY 11355",Multi-family home ,1299000.0,3,2.0,2648.0, B Square Realty,Queens,11355.0,North Queens,-73.8114185,40.7544269
1239,"209 E 31st StNew York, NY 10016",Townhouse ,8950000.0,3,6.0,6336.0, Nest Seekers International,Manhattan,10016.0,Gramercy Park,-73.978774,40.7437415
1240,"13035 146th StSouth Ozone Park, NY 11436",House ,750000.0,5,3.0,1500.0, Jaymore Realty Llc,Queens,11436.0,Jamaica,-73.7924388,40.6693291
1241,"1720 E 51st StBrooklyn, NY 11234",Multi-family home ,1100000.0,5,3.0,1916.0, COMPASS,Brooklyn,11234.0,Canarsie,-73.9260392,40.6183626
1242,"47 Brookside LoopStaten Island, NY 10309",House ,1275000.0,3,4.0,2380.0," Robert Defalco Realty, Inc.",Staten Island,10309.0,South Shore,-74.214287,40.5393625
1243,"2848 Brighton 4th StBrooklyn, NY 11235",House ,689000.0,2,2.0,750.0, RELIABLE SELL & BUY REALTY INC,Brooklyn,11235.0,South Brooklyn,-73.9645608,40.5817208
1244,"2 Dartmouth St Apt M28Forest Hills, NY 11375",Co-op ,320000.0,1,1.0,2184.207862, Exp Realty,Queens,11375.0,West Central Queens,-73.8499268,40.7192438
1245,"37 Prospect Pl Unit TownhouseBrooklyn, NY 11217",Townhouse ,3995000.0,5,6.0,2184.207862, Brown Harris Stevens,Brooklyn,11217.0,Northwest Brooklyn,-73.9764616,40.6799381
1246,"128-17 143rd StJamaica, NY 11436",Multi-family home ,1399000.0,6,5.0,2500.0, Prestige Homes Ny Inc,Queens,11436.0,Jamaica,-73.7955639,40.6717866
1247,"111 Sunset BlvdBronx, NY 10473",House ,395000.0,2,2.0,1089.0, Cross Country Realty,Bronx,10473.0,Southeast Bronx,-73.853819,40.807051
1248,"5037 Fieldston RdBronx, NY 10471",House ,1250000.0,4,2.0,2273.0, COMPASS,Bronx,10471.0,Riverdale,-73.9019402,40.8976524
1249,"110-11 72nd Ave Unit 4BForest Hills, NY 11375",Co-op ,719000.0,3,2.0,1440.0, Keller Williams,Queens,11375.0,West Central Queens,-73.8403901,40.721289
1250,"3121 Corlear AveBronx, NY 10463",Multi-family home ,795000.0,3,4.0,1171.0, EXIT REALTY PRIVATE CLIENT,Bronx,10463.0,Riverdale,-73.9074446,40.8809803
1251,"115-11 142nd StJamaica, NY 11436",Multi-family home ,1175000.0,6,5.0,2184.207862, Cypress Estates Realty LLC,Queens,11436.0,Jamaica,-73.800217,40.6820237
1252,"255 E 74th St Apt 16CManhattan, NY 10021",Condo ,4250000.0,3,4.0,2054.0, COMPASS,Manhattan,10021.0,Upper East Side,-73.9574549,40.7704759
1253,"240 E 29th StNew York, NY 10016",Townhouse ,2500000.0,3,4.0,2201.0, Elegran Real Estate And Development,Manhattan,10016.0,Gramercy Park,-73.9786641,40.741725
1254,"3836 Laurel AveBrooklyn, NY 11224",Multi-family home ,850000.0,3,2.5,1600.0, 5 Boro Realty Corp,Brooklyn,11224.0,South Brooklyn,-74.0072206,40.5776897
1255,"1932 Narragansett AveBronx, NY 10461",House ,1350000.0,4,2.0,2948.0, Elite Real Estate Group 1 Llc,Bronx,10461.0,Southeast Bronx,-73.8500157,40.8548137
1256,"314 Montreal AveStaten Island, NY 10306",House ,929000.0,5,2.5,2200.0," Robert Defalco Realty, Inc.",Staten Island,10306.0,South Shore,-74.1263587,40.5592121
1257,"216 Hett AveStaten Island, NY 10306",Townhouse ,549990.0,3,2.0,2184.207862, EXIT HOME KEY REALTY,Staten Island,10306.0,South Shore,-74.1050355,40.5610279
1258,"217 W 21st StNew York, NY 10011",Multi-family home ,34000000.0,3,8.0,2184.207862, Corcoran,Manhattan,10011.0,Chelsea,-73.9973776,40.7433901
1259,"4409 Atlantic AveBrooklyn, NY 11224",Multi-family home ,1550000.0,6,6.0,2184.207862, Berkshire Hathaway,Brooklyn,11224.0,South Brooklyn,-74.0098832,40.5757051
1260,"1777 Madison Ave Apt 32Manhattan, NY 10035",Co-op ,265000.0,1,1.0,2184.207862, COMPASS,Manhattan,10035.0,East Harlem,-73.9443376,40.8003865
1261,"164-47 73rd AveFresh Meadows, NY 11366",House ,879000.0,4,2.5,1630.0, Milgram Brokerage,Queens,11366.0,Central Queens,-73.8032584,40.7282179
1262,"2316 1st AveNew York, NY 10035",Land ,1200000.0,3,2.5,2184.207862," Nest Seekers International, Westside",Manhattan,10035.0,East Harlem,-73.933806,40.797735
1263,"167 E 80th StNew York, NY 10075",Townhouse ,7500000.0,4,2.0,4250.0, Douglas Elliman ,Manhattan,10075.0,Upper East Side,-73.957627,40.77551
1264,"268-25 82nd Ave Unit 279BNew Hyde Park, NY 11040",Co-op ,325000.0,2,1.0,2184.207862, Floral Homes Inc,Queens,11040.0,nan,-73.70245,40.7427699
1265,"202-24 45th RdBayside, NY 11361",House ,755000.0,2,2.0,2184.207862, Jamie & Connie Real Estate Grp,Queens,11361.0,Northeast Queens,-73.7796734,40.7565607
1266,"3875 Waldo Ave Apt 2EBronx, NY 10463",Co-op ,325000.0,2,2.0,2184.207862, TREBACH REALTY INC,Bronx,10463.0,Riverdale,-73.9033819,40.8890553
1267,"258 Broadway Apt 3DNew York, NY 10007",Co-op ,1395000.0,2,1.0,2184.207862, Douglas Elliman  ,Manhattan,10007.0,Lower Manhattan,-74.0070904,40.7134524
1268,"1056 Arden AveStaten Island, NY 10312",House ,649000.0,3,2.0,980.0," Robert Defalco Realty, Inc.",Staten Island,10312.0,South Shore,-74.174846,40.5434215
